Feature ID	Taxonomy
4ab626f503601bc55d54052b02ebb575	k__Fungi
17c24542a79f4a670c998a87c30b29fa	k__Fungi;p__Ascomycota
082822d626c7589a3f4e90b3e9b639f7	k__Fungi
b5b9b1dea1c673ba9910dcdcfd945582	k__Fungi
0e620d9a981a1cbb98cc9d15e43f6706	k__Fungi
151b655560b5b8a4725329121136a277	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
b35a077f2ade8b3f1cb830a7e69607eb	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae
eb032530dc8978317261a66ae3cb78fa	k__Fungi
ba98842fc7fe7f0681d8bc010f05a144	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_caledonium
77842d41fdb1aee8043bffba16f7587f	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
72a352b0a163e3c342b00adc89489ac8	k__Fungi
8eb014c88f61dfe40137cb4113222840	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis;s__Hyaloscyphaceae_sp;sh__SH2039423.09FU
3dc5dffc8ce4fe476a5d58fb6255a556	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis
5f367c0892ec7f32ca8af9836c8fdeff	k__Fungi;p__Ascomycota
3df9e0b954135af1f30bbd0584be3c7a	k__Fungi;p__Ascomycota
dd2db26124e1672d39c7717b53252e86	k__Fungi
1fafb3851e4b559223c80c5ada7e7688	k__Fungi;p__Ascomycota
7e867bf459e1cc675161a9a30ddda72a	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
89c81137de90958a8d67bf7b521788e6	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae
5dc47eeae0f752132eed32de6e81411a	k__Fungi
b24d5e630cbf6fb035af5cf6af4e66f7	k__Fungi;p__Basidiomycota
516c3c43b23e4d1370c4ad62e4eed5b0	k__Fungi;p__Basidiomycota
79d6785f1c40e5dfd730a47619dfb831	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae
8c1c679828c3d9683ee7d3d031fac243	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;g__Phenoliferia;s__Phenoliferia_psychrophenolica;sh__SH1676849.09FU
ed430dbf4a0f02cb3999c2d8560edda2	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Coleophoma;s__Coleophoma_camelliae;sh__SH1512308.09FU
d8f42282691bdffcfb500ab50833f403	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
f1dcf87ba0a095ece1e2a3860670a6a7	k__Fungi
7c55b6d6df2adb4b1d3740c6a31805fa	k__Fungi
c75970523e265d04b4cd24b25aa1dcf4	k__Fungi;p__Ascomycota
1ee283dd533998232d359766556ae584	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipitaceae_gen_Incertae_sedis;s__Serendipitaceae_sp;sh__SH1822294.09FU
c09bacfb2f6ff18bc6ded88e5fbcefd8	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
f4069963fe064a6e6c97ab710c55ce5a	k__Fungi;p__Ascomycota
77c041842a36ba1d13366d97cb3d5a25	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
3484bb18526e9f779f484da6971ba298	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Lycoperdon;s__Lycoperdon_nigrescens;sh__SH1464345.09FU
697210c29d5d7cee34cad216ce50ac9e	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
45506e78b3377683c9e30adf37175fb0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
49dc0d16a0bf5caf5b94e43b4b1f1e07	k__Fungi
a00d456134bbaae7de53bd23132ffee0	k__Fungi;p__Ascomycota
846193517033d2ad9a1a951b3157d43f	k__Fungi
3e555a8ee2bf93ba585871cd01846445	k__Fungi
6ad7909135c30a9a41e109c15e9772f8	k__Fungi;p__Ascomycota
02015c306326bc3edf5fc2d8454744b2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Calvatia;s__Calvatia_fragilis;sh__SH1464228.09FU
b9057273790c677b5356d35750f9add2	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae
fb666a1364bbb17e19a1771b41cebe64	k__Fungi
49c9a796201da058a3b01f9a26619b8a	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae
101b07cfffa4c61c9c41ea46168decc2	k__Fungi
52d77750c8d5d3bcf0dc4caa76cb2cc9	k__Fungi;p__Ascomycota
fe4ea874b45d0a34b6882280a4b1806a	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__Knufia_tsunedae;sh__SH1682696.09FU
9aafc2bbc51fc29b7ef20afba85b5e7a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
049de065bba8b743c2f0fda57d8cf1ad	k__Fungi
89903c2edb7e468c6a2c49c38598bcb4	k__Fungi;p__Ascomycota
b82629a8d6b5e33d8c4f251510f872de	k__Fungi
76cf62cf040d3e8329f130bd79c22bd3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Paraboeremia;s__Paraboeremia_selaginellae;sh__SH1532013.09FU
6171ab044c9b9855f61d4aa1f7ea1213	k__Fungi;p__Ascomycota
68abeb042f060d6da08992cc8600d05e	k__Fungi;p__Basidiomycota;c__Microbotryomycetes
217c46282e11cec1c0d9884ca57abde6	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
d4b3b3b85a66eafe26a4f3123d6281c4	k__Fungi
ac2dac89d626ed5a8754c4a90430e8f3	k__Fungi
49a7139cf698117cd01705d72947ce29	k__Fungi;p__Ascomycota
c3f6910b8e32a4a3448afb6c0f57e185	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales
0599a4f111179a2779a68b48d7e94de8	k__Fungi;p__Basidiomycota;c__Agaricomycetes
e69da6ad8aa2280456de58554b9fb3d2	k__Fungi
35393461ddf2963eaf422d1dfb1324ee	k__Fungi
b8991b6103f14b0dfa2cea0bdc7cb2df	k__Fungi;p__Basidiomycota
16426ec59f6c8db767c32b69588a6777	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus;s__Clitopilus_brunneiceps;sh__SH2015034.09FU
40217eb99af025a402a27be6b4e66389	k__Fungi;p__Glomeromycota;c__Glomeromycetes
46b9e4f0fc2145e329566fcfac42ca32	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
a85c3166f1a87ad610e162f26c0c71f0	k__Fungi;p__Ascomycota;c__Dothideomycetes
6dc9b6c39f66744a7f2cb9889ae8ba43	k__Fungi;p__Ascomycota
0571015b2994ca4b0c2fd21069465428	k__Fungi
2d83704570e365aa5da46f6681edbdc1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae
4790f6f93b35dc30c0947059b1df7fac	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae
e97413e8ede153c6269b7efc49eca9b0	k__Fungi;p__Basidiomycota;c__Agaricomycetes
1c63dd39db7288a4713a1071ea1c8255	k__Fungi;p__Glomeromycota;c__Glomeromycetes
db7fe9d9280e4ed0eb46e9eb380f7235	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
c79042d7fb923129aac009db5aa43295	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_nemorosa;sh__SH1485267.09FU
3ef9c787e2e6b64b91afcabcfc6799c6	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alliacea;sh__SH2095953.09FU
7ce16821107c1fcb00529dd496e92454	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Mrakia;s__Mrakia_niccombsii;sh__SH1684090.09FU
dfe89607554ad7fd84c7eb5c81390f93	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales
d604384b3a66f3aaeea469e4c790cf0f	k__Fungi
159430748c567533d41aa68d5bfdc659	k__Fungi;p__Ascomycota
4adf29475f9964c620e902c019b7134a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ead1fb69e7f45ee7293051f85a1b3396	k__Fungi
c4dba9098a49513e8edfbd094a34d7a7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_turgidipes;sh__SH2051401.09FU
908d1358180bbe17482068164462d7db	k__Fungi;p__Ascomycota
eb28b07a6bc66ed2194cedd7667fabd0	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
19eab8c904d4f2b22ff15b6009a47c87	k__Fungi;p__Basidiomycota
73b28e33e29f41693fb55b10b78f7d42	k__Fungi;p__Basidiomycota;c__Agaricomycetes
9fa35f5e562402151965028fa9e315b3	k__Fungi;p__Ascomycota
5e5119fd3e3ec9687ab5a1cb1a38c663	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
2dda88323c0cef67b7e813281b4da501	k__Fungi
faefe261a717c0713b8184fcb303035b	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
0580225c67836be896cda4341e229dca	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora;s__Sclerostagonospora_cycadis;sh__SH1692021.09FU
bd1fb1093557bd85351b6b5beeed3181	k__Fungi;p__Basidiomycota
c2d9ce695e05f7687851fa0db0a1fb7c	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Neophaeomoniella;s__Neophaeomoniella_constricta;sh__SH2081348.09FU
d9adae656fe1d5153fa0cd54c8f2d675	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__Diversispora_spurca
58c8c10613c9a948f910584e3f7806c5	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Cutaneotrichosporon;s__Cutaneotrichosporon_dermatis;sh__SH1556070.09FU
c88086bddcf2f049b666f99b540423d7	k__Fungi
cefc0f64efcc33b7561c4243a96c642e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
b0dfc92cd30dbf9010228fa4a49dbf6b	k__Fungi
2d1a841ff76b3638949a492d1d347642	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipitaceae_gen_Incertae_sedis;s__Serendipitaceae_sp
f59e75a050af369ab1cc65c96dadd03b	k__Fungi
25d59bbac8bfef8c3868acbf44b6e769	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__Diversispora_spurca;sh__SH1523952.09FU
e42c6adf879a0771afe52388b6360add	k__Fungi;p__Basidiomycota
e87e21774c7f8d0705ea23f8eb0b9b16	k__Fungi
67a6881d304617c312001e4c566d2ec9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
77f6cccc30560b5b3423c0ce04eec1fd	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella
6dbccf40a4839420e84434f2dc314cbc	k__Fungi;p__Basidiomycota;c__Agaricomycetes
0da1a382766f65ef4d017383526710bf	k__Fungi;p__Ascomycota
68d137ab1eb8bcd9cdfbbb02944062b5	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_kratochvilovae;sh__SH1574396.09FU
9b824ab74fdc8e43cdd3b3b58f988aff	k__Fungi;p__Basidiomycota
40c9a30b82441ee071841b288bbdcbde	k__Fungi
aecbcc2d124590eb180fbebadffefe37	k__Fungi
488057cd92f90d0fe83871d98384b0a4	k__Fungi;p__Ascomycota
55291eef51c09cf4bef2fd518e425872	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
01082ad9303f62e5251a6f25221fd010	k__Fungi;p__Basidiomycota
b3be9031c3af5f7f6cc9af022043c923	k__Fungi;p__Basidiomycota;c__Agaricomycetes
6dfe07e9bab36a38377b4f8df0dab0c8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Fonsecaea;s__Fonsecaea_nubica;sh__SH1681349.09FU
7bd47a258c945fc8c66b84bf72178ea6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
8f5bdd735808d365b3990a4df5ff5e66	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_escuderoi;sh__SH2073586.09FU
47b3b94488f9097977debac9b90332c8	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
2e03f9abecdd4d1c08849616db2eca46	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae
1fe84405cc87efc64d7e7e904de9c43b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_albidipes;sh__SH1810246.09FU
80ef3e949b7194d14d56631db2b984b9	k__Fungi;p__Ascomycota
702446494b7d4b5d6fbd7567dda1b62c	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium
567369d2fd482173306fa365b52127e8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_humicola;sh__SH1415840.09FU
f2e2ce976e151b3bb8d0eaf5519291cb	k__Fungi;p__Ascomycota
c9ca4de7e8567c75c70ac8706873101d	k__Fungi
be9c1fbcabecc43bab473b26706719c3	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
391f1b6ec67d3b40c5fc5150347cb45e	k__Fungi
67d61f426bf9e771193d887d115f4c17	k__Fungi;p__Ascomycota
cd08edbb71688c824bbeec50a19ad086	k__Fungi;p__Ascomycota
b1ea33c5af9d04fe1ebe554e575523e3	k__Fungi;p__Basidiomycota;c__Agaricomycetes
f0bb477b972268fce06565143fef15fb	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_tardicrescens;sh__SH1531124.09FU
368602414f12f58c21c3d51a65bba046	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
e6de1ef3b0cb0b96eb3f069f2c7b14ce	k__Fungi;p__Ascomycota
5265bc9fe695adbffd293cd22ab65269	k__Fungi;p__Ascomycota
5aaa5845b198b237a8ed056007d5700c	k__Fungi
55b04f3307456edb97ccff218c83bb2f	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium
d40da21b919dc6324380565ef64b742f	k__Fungi;p__Basidiomycota;c__Agaricomycetes
3b3012d314f65ed2f2f67aa4e6ad1087	k__Fungi;p__Basidiomycota;c__Microbotryomycetes
b051179249330abdbdcfae0bf678e747	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
ff5900a544ad0f766b07bb22340c7f1a	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium
4102c4906699ab5b31be8a62a670768b	k__Fungi;p__Ascomycota
a3056bc6e2b3f9b93ec9dbaebbc5fe08	k__Fungi
08f40f6b2dc7e78039dd51b7f28ba377	k__Fungi;p__Ascomycota
bdc5c6afde1d18ff60aedc8bbeff5a51	k__Fungi;p__Ascomycota
441bef6209e8bfdd5ff883c26358b26c	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
94005cd280d5d885eeecbf936e31bfd2	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
efee441ccd50f62e346da5ad6883d063	k__Fungi;p__Ascomycota
771b24fa7f523c50edf5af23ce98acce	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
da76d68a66b7bf1933033ff9c23301a5	k__Fungi;p__Basidiomycota;c__Tremellomycetes
38483a2e7814fc5bdeae4ed53668092a	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Cristulariella;s__Cristulariella_depraedans;sh__SH1534995.09FU
12e2df8abfed37cb684df75f8772640e	k__Fungi;p__Basidiomycota;c__Microbotryomycetes
046408841a0a585541078ee3a12c2e6a	k__Fungi;p__Basidiomycota
a226cdd97930a2f5b735c8504d9e204d	k__Fungi
65c08d5ce8b7822aad9e77ea56b08adf	k__Fungi;p__Basidiomycota;c__Tremellomycetes
6bb2fe8d433a2fc069118a2d45f74f4f	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella
cda90c7d84c23bde67b3b6aff6dbbf21	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Chrysozyma;s__Chrysozyma_pseudogriseoflava;sh__SH1843221.09FU
fb4c6d974eeda95e1c14490478130c37	k__Fungi;p__Ascomycota
b3129ba1156a8cbbfd52eea0b1eee4d1	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Kriegeriales;f__Kriegeriaceae;g__Phenoliferia;s__Phenoliferia_psychrophenolica;sh__SH1676849.09FU
8faf74b041e92c7957b2226611b4b25c	k__Fungi
d4814a9d165cb97e8cf1c37ef775b65d	k__Fungi;p__Ascomycota
8411397cf3e83f48fb0a48fed4886f6a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__Ilyonectria_mors-panacis;sh__SH1508018.09FU
3f81328696355167292ffc539ef2cbbf	k__Fungi;p__Ascomycota
f823f87eb0f76c8026b66bd39e46d1d4	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__Chalara_recta;sh__SH1513070.09FU
789b48064466f1d497039811fd3c8586	k__Fungi;p__Ascomycota
d59b18decdc9e171284afdaadad2b230	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium;s__Pseudeurotium_desertorum;sh__SH1478243.09FU
e889d0e0492ab20d87c52681afc7233f	k__Fungi;p__Ascomycota
37693f733041409427a5bf279e5ea185	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium
0319da8128ea77333912ecdd2c47adfd	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae
80e45edec6815b64c69f94b1f72c727a	k__Fungi;p__Basidiomycota
55158dbcdb0a8ca15aff24b688b84fce	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
5f5992f84c8567738ab2be269e0bf614	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Flammulina;s__Flammulina_ononidis;sh__SH1666815.09FU
6d1767eb24928c98ce8706779ef32427	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae
67af7090d077dbfe79fdf43861d8f6aa	k__Fungi;p__Ascomycota
51eb5bf8086830df10950fff4e24ae60	k__Fungi;p__Basidiomycota;c__Agaricomycetes
4ec414e20d9503a8b304f766397f46e5	k__Fungi;p__Ascomycota
0453e5c26037b1848be3a10183261654	k__Fungi
19e96228fbd6d8d88b6d244015e9d9a1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Fonsecaea;s__Fonsecaea_nubica;sh__SH1681349.09FU
740a71593b11bbe0e3eee5d2938f3d35	k__Fungi
845160d5e71c3490d15ef02474b5fd71	k__Fungi
ed296164e872b126d8bc2816a074eb59	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_tardicrescens;sh__SH1531124.09FU
5803da265e7ae238b08631e02bd6650d	k__Fungi;p__Ascomycota;c__Leotiomycetes
4069ee42b8ac620fde95c7d3537a1315	k__Fungi
bf7c065587057afbc07fc79156049cce	k__Fungi
d78899d722f938e6f3283b6e71347927	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
3280ce8686f5458948100937f203a66b	k__Fungi;p__Ascomycota;c__Dothideomycetes
b86cc00057109bc071cb8e140ec03690	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Fonsecaea;s__Fonsecaea_nubica;sh__SH1681349.09FU
87eaae8877a75ab3e0f6c99cc44b4830	k__Fungi;p__Basidiomycota;c__Agaricomycetes
510522c5fe28ec664a224ec06771acd0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
9880e4e8fb6bdbbf202dddac6e6e7360	k__Fungi;p__Basidiomycota;c__Tremellomycetes
bca94fe0a1e1e432301992f471a0c08e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Vacuiphoma;s__Vacuiphoma_bulgarica;sh__SH1531712.09FU
03f858cbbe40b9f6a67fc015bd205990	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
8b1280e46bbb2a7aa9a4efb9d52d324f	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__Leohumicola_atra;sh__SH1526571.09FU
815d779c8057f341fbb1ff622c0481f5	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella
91a76a14f91eb41eda3f47701f8355df	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium
ad3bb40dd0a2831db50921ce9dcb2dde	k__Fungi
0a13e69864238c71744837819c1c1319	k__Fungi;p__Ascomycota
ecfd2cc38ce3ea0356d055773c289a1b	k__Fungi;p__Ascomycota
1062a38fbaf13831a6b8840278b54863	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
b50d45f5e82c6333aa96c79c1d7dade3	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__Leucosporidium_escuderoi;sh__SH2073586.09FU
4a060e7ce79f43af21e7491e220bf1bf	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_camargensis;sh__SH1366784.09FU
3efecef023bf7fdc529846d2bb773a21	k__Fungi;p__Ascomycota
f0757d7f70f55b25ab0a9888dbee3200	k__Fungi;p__Ascomycota
6add123a2a805c92b1ceeb7a95b317ce	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
3884eaeb0ea91d24ca142a3a513d6750	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Fonsecaea;s__Fonsecaea_nubica;sh__SH1681349.09FU
3b385089978fff0c6a62da985dd5a7b4	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_caledonium
b87eebb3608a99e199b1066b2b8c0685	k__Fungi
80b0a59db3e0f5e3fb493c703f6f8dbc	k__Fungi
5a0d2b79b73c9d9c23e548c695862b2f	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
d43153351c0f3669d1a1953af0ccd34b	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema
9949fef6e2a6276f279bcf5bd26db2e9	k__Fungi
a9b75fb9691631eafc4ea47859f98df0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Pseudoteratosphaeria;s__Pseudoteratosphaeria_perpendicularis;sh__SH1707967.09FU
690e722ce0f7e12f8e5b0e424365217f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudodidymellaceae;g__Mycodidymella;s__Mycodidymella_aesculi;sh__SH1532551.09FU
19b3882a600914cd23100e19e98f4893	k__Fungi
bbc5f395ae51840bfc8e287e7ae51def	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
77626a3de6a7ecb6b74dac3574f4c23f	k__Fungi
037f23525429bdb10aa8887e64339113	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales
2b2196107d7a00790a29bde55ec93a86	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Cutaneotrichosporon;s__Cutaneotrichosporon_dermatis;sh__SH1556070.09FU
035308f8a3ecc6a9c358aa69226623d6	k__Fungi;p__Basidiomycota
cbcacd5429654ac777c5e2096e3cfd5a	k__Fungi
81b60d741b4250425f3bb3e5ed0bc04a	k__Fungi;p__Ascomycota
5d131b3a7c34e7cdafc78d81a1073b24	k__Fungi
e3139cbb3a4af6ae7cbb96ca1814d205	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_caledonium
537277ef71d7863bd0558fadcdaf2f07	k__Fungi;p__Ascomycota
c24f6871b3e8d54c3223449193467eee	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephoraceae_gen_Incertae_sedis;s__Thelephoraceae_sp;sh__SH1817293.09FU
fdca23965fd9bca47587bd514bc22369	k__Fungi;p__Ascomycota
