#TAXONOMY	Kingdom	Phyla	Class	Order	Family	Genus	Species
11363d6bcfd58b2193bb62b01e722c02	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
746cab28ed4d58f24064028a9d078eb6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
af3015920748e44fc29dd25952058712	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
4f85b72049f3d45edd2a65c6deca843f	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
4a1d80e70b12ccf7bec0e05b10b66d82	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
16f9916aa903cdb4438aef271d0b369f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Unknown	Unknown
5cbd62bd2266baaf5ca1d6d32dda2f79	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
4d3c1c1cf9c4ddb22af6449314e7ed0e	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Unknown
838005e84648acedb144e1baf8672a44	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
88ae645cb645ba9addec78d0fee12552	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Unknown	Unknown
3ad696724e0a09d5abc5e1565635c80a	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
7ef512a31334b96f5ad3dd0556c2356a	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
1edf4dd483c17fdc975b69d9c38c9cfe	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
1ebde3395bdd69bc3b3cfaa7a2506ec7	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
392e1b03d7a5242f81258b37ff8e615d	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
b67e6310856ee0c46b268f399a748c54	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
b0781127866b51cbda3d8ccf218ccf89	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alliacea
705368aa742bbc667100b1e73ba41764	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
9bf995bcc41e725f7518312632fbe56d	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Unknown	Unknown
171fa6ab818851c20136e04ce787664b	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
3813f0851ca4a88f225f1cd3524184e9	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
75761d5e9d13c154703c666f467bcb82	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
c1aa837b2388eb79420bfdbf09a7ffc0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
f56045c45860605fff601a6989b97d12	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Unknown
3db7f0824b120535a51db5bbfd1b1821	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
9e7c91a235935a73f4eb46db2e8442aa	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
e2f23e080a0fb00ca92e11a2059fb07b	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
a8eff1b3e2871bfa6d5b354b5d2edec7	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
22b99ef8b0adccc758c770f74838b1ac	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
8f9ff6bbaf3ab5254c5abadd6588fc4c	Fungi	Ascomycota	Sordariomycetes	Unknown	Unknown	Unknown	Unknown
1e03a7267d5daa0ebd62bab8a3767e10	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
24ea7add7df15281e81224b1edf476c8	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
744a3a3f7f6f6d58e501c6b4a44a5207	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
94839a4cf2a92950dd93c52dda654197	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica
f10bcfdf4e501689c4cab624279bc55a	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
9ba10a848a7c65201fbd848335b40adc	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
5f77c0011508da408d774ca36514adbf	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
d20b31e7a779195636d6f5a6feee2d98	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
1808adbaa82799f6c7b0b06c60774263	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
e63011b0fb0845d42c90a79f286d74be	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
1839a0534ecbb95eb1a231d3af35c752	Fungi	Ascomycota	Sordariomycetes	Unknown	Unknown	Unknown	Unknown
dc67037588c5f193abbbb37800cf2481	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae
0c62b4de515e20123cd56a49965f2fab	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_escuderoi
a6d6a9c6c47ace195ecd4172459cfb5b	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
a2144d78e436db7952b983e4e7ac0427	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
19bc80c0752528d1c7e09a42958fef89	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
bd59e9005676d112319fe16e32a60f83	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
83538e571050036144ea719519fa2a7e	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
ee41827b46db8d2ecb38d5d1bcbd315b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_amoeboidea
28aedc9adebbf373ccb542890728e22b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
8b6b46a1e66bee8733c79337058ab5bd	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
38f13c0e2d135b12dc9883aaae8601d9	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
1675a4448f58da9176db8f9899bf4709	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
621c64eb99636addc4c4a9fadb0af45e	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
99de9e8c32e36590d2c26b58da4fc600	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
6fdcf1151815d5cd5dc77e3167a04217	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
46cc78427533a13dce5f8a575ce91dbb	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
2ef29e8cd0a42e1581f433041175fee3	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis_negundinis
2183fff2e5cddf47ec510737e7bedcd9	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
6944974a929d951b7f4f4dc91a4b1a94	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
34b0c4a8d69d32851953315806f19f48	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
06e2760c45b8e85160b90852e0230a5e	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
e5c10b85ea0e1b9241df2f05c785ea1d	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cosmospora	Unknown
1bce0737586ea278e9d2c2c55fce96cf	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Cristulariella	Cristulariella_depraedans
92409ca7160182270d198e434f64f111	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
169978082f1208abb387cb2381e1d8aa	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
a870227b663c9a65b33f44b8e94b1027	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
1a8761e8b3e4c1b170de25b1ebb1da03	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
cc8fc7a6e38ed9d509e32dde38a8b0a8	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
319d29c7420ea6319f0b774dbb834e40	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_bhutanensis
9443c53ed027a5f2dfcbd1cb3809354f	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
8674044be04c61eb2b03322303b9a321	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
31e6656c423cb1950f5dedf2e56e0443	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
eebaa21eccabc2f77cfa9fd026ed5ee9	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
34a8eb3a1034756f1d2b17ad0c50556d	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
69b147b4fd3defeeecd9a039ab139421	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
27ea49b47ab7b3c28a0ab0e18dcf3e53	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
4553ed52541886da8c9c055175398d20	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
fd57412c65a3b139aa1e1f6913f77f3d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
f3028247b7f487f17137cb649044658a	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Unknown
cb8a105c0ec7e2487197562fcbc13c09	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
ab46488ca00c823f1791d436548fc350	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
77c17b5b73f38479fe3add39ef158999	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
07da5b618cf9b29ad5dd6619cd7a7851	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
a4e3e34b027743bf4233ff1a475df466	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
aeb1145f278005d4a59f31642e98a5e5	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
8213f17ac3b5cae39e643b964b8d8364	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii
61f955b26b687ac123ed09f442aff08e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
fff42977d8493bf0d79c47a5662308c5	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
f1fee8955c154f9413f2b92335a62210	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cosmospora	Unknown
1307dc559c277ba58f525ef0632433fb	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_camargensis
7c124648a61a8836f422fa05323b8f1d	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
76d654f528986b9312ca96799a2ebb30	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
ce788c402995596a83e02704acf10295	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
c7994f0bc21f21c472e5cbe21d9e9f9c	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
8e2764043fc43ef0d962b8915239aa69	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
73a677813d5d2c95ff2aad91187a95c9	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
251c4bca948d11976ff8b42b180b4149	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia_fragilis
7a790ab71c64e98c20e37d01b0263b1c	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
ebf7123c325f3a4179da50dc6c9765bc	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
022777dbfe24bbb58b53eb7836d22369	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
f06e3d7450678ae7067ecef43f2cd040	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
765332f13f2a47e0b156fcf30655679a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
80ea3ccf3958537a7bb0b73c4bb7f3b5	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_proteacearum
1d2c23ee7ea967a5df91c29c85db0513	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
977e9f179fc21e1836c0e8a80096ff89	Fungi	Ascomycota	Leotiomycetes	Leotiales	Cochlearomycetaceae	Satchmopsis	Satchmopsis_metrosideri
9e4279fddeb10934de1a11accb343639	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon_nigrescens
989fe9dcf5666da0de404fc6286b3c12	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
39e15545bf72397048aa3c32f4750660	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Unknown	Unknown
eaa69e19f0e1ef976ed8ea54a8665a98	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
81e26c520884a5ec096cf0a4ff24ecf8	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	Cadophora_domestica
fdc920ba4d84045a6f476ed20c5b449b	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_niccombsii
d2c5b2f73fe49b234fc2f26a6011660e	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
6dfad97e0619d6830ee6971994b28930	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys_divergens
860fd9e948a6b472c781f2a41874a04e	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Unknown
ba0099ac1886c8811a1b067c6a047840	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
e3c9be0ab62858b5717ab8e8a081acae	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
9aa753ca884c0df5eeac82f2d64d49b8	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
5b45faa69d1531b44434219c00ea7b9a	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia_subglabra
c39d3481c0d665b3b225ed3a09aaa4d7	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
48fa331823ca5e03ce1383d2f2531417	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
2b4e175bae22f5750cc148ee8978247c	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	Unknown
8718a8f86f7611ec19412e8c4ae50f9e	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tricladiaceae	Tricladium	Tricladium_marylandicum
c90a10fe953843cc28388f67a46b23a3	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
920f1b3196aa9925e0b471f6375ba26a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
e09ff5059c33009e0907eb69939efe12	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_recta
7d0003dc4a901917dca3fd721900c1f3	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
daae8b2542d44790b82198efdc91148b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unknown	Unknown	Unknown
fcfba0ef30a92305c3310a6806f86597	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
9c33f84e8d34f875665c613421f30284	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Unknown
f858a565f93ff5068ad1ce1116061b2e	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
df4c69b188c861525fe9f67cc3bb04ee	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
c0c30b5b7715927c94457fe1799f3d3e	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	Symmetrospora_proteacearum
d7d771c8d4070eaf64c064146ccf84a6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
abd46a3716f293c47d01ac4a08ae163f	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_spurca
3512844796b38a30c3715679dd87559d	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
bbf3e56c9496975d0df326dfd82ce166	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Leohumicola	Leohumicola_atra
25cf15f964b1ddd407a0405df7ada243	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_humicola
de55718699832c08c31abbb3327272d8	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
2c61ce81fa017ce01c59556dd78d9ae6	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
35ef92ff8937751e4d52201265a3d167	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
79a54bd40c80852ee37c73c98ecdc3b6	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
2c301a0583a85aeffafa17dcdee04572	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
a693178a61c8bc33c9cee107bf34e2f6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unknown	Unknown	Unknown
7f745cef8b3b5ef75576fe45f81a1e3b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alliacea
0937f664d49cf303ab63cf9a8f0774aa	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
30c6dafd02b9b99a1a1733c9204ded28	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
69042542852d1857986bb77ced424496	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
f298649cb5eadc9e959aece65558e12e	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unknown	Unknown	Unknown
6409d1abb7d1cc32f4454d5e4d733a70	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
0a4d76b2fed07ccec429c179afb2906c	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
9c61bdcb4ee07ae591a603215ed56c5a	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium_desertorum
a9ef5a5407421596c1255d50169923a0	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
d3a92017790ff81ef15c8e5d57d96406	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
0e859e1f965cd78f34b80035d195fcaa	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
44641c2ae71d9cb825102b83a20e0929	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica
caf9cb837a210764f359fe01af8a97ab	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae
0facce0dca0e10763089870f7691f734	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
914bba4a220cf281f1c4e6d54c04fa09	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_bhutanensis
86dfbffb54fb120ace8654e1430d19e0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Unknown
c47e06f9bf95d01a29d9a9816087e19c	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
83eb8eab054976387efa2ec6bccbdd56	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
d2bfe70e90bb9cd0af41d714f7a68958	Fungi	Basidiomycota	Agaricomycetes	Unknown	Unknown	Unknown	Unknown
3dceb820468be1abe127639491ee245a	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
f9a905297d67a4f3369f8a30cc74eceb	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
e676b3888ee54754440bb045a5df93a3	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
a7d7d63bbecf0a7182abd583c1fc53ca	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
2781bc34229ec9c0b9b02f004a4c97ec	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
99ef3cfb618b1b4ad8afcd35e43f0aae	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
ce60beae2dca686c6efcfc12f3315c5e	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
6c94f12f0fd93f2d84d2739ded55a0db	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_amoeboidea
595a72ee3f4823ec5688bdba1f5e5d98	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
0646e1f95bb5fcff35664faff405ec16	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
6fadccd1fcdbf6c1acf9585d2c552d54	Fungi	Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown
a0f41bf75393517cfccaaa591d9989e3	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
b5d6296691950ded5ca9c8866e5736a7	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
5456e9ba570302d7f7839933b968e27b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	Coleophoma_camelliae
034718b2a2569fdafe7bd4a4e4313f34	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
914719e58a8674d42b01f1eb9bb07522	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c7c45a461c3289e308d8772b67c644b7	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_recta
13a89cd91db1366dfa1f6bfb4866a66c	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus_roseus
d6c67a7e4aabeb316e0575080d850241	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
0782017d3762e2582378d5d14d2a9074	Fungi	Ascomycota	Leotiomycetes	Unknown	Unknown	Unknown	Unknown
0560dad05d1b443426dca637c6c35b65	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
6ca70dc6c117b959fa88b9f246a3de89	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
ab5eb76092445ab027e7e89c45bde51b	Fungi	Ascomycota	Dothideomycetes	Unknown	Unknown	Unknown	Unknown
f09cbd88452ea9b08a9c329ade14d84d	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
5568f56049902354c6cfc4d711f9b9ae	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_sporotrichoides
66f00552e50d2a90f93dff25f02ad5fd	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	Coleophoma_camelliae
d457dfc41d91c076bbbdf555613f7073	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae
77fcfb9fbe4d43390777c06a7cdb22af	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unknown	Unknown	Unknown
00eb87830916f68df0081927f2cca7f3	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
b7cc25816407fb3d27bf4b5f5bcee6aa	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
53d1681420a8d318bfe8c757639833c2	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
008e4217dbd604c2884d3bd2abc40b81	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea	Fonsecaea_nubica
16f3ac98c504d6c57ce3bb7ba0049382	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Unknown
c635060104e94ed830c25e313c284c47	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
015523ff5bd79a1e1bdcf607389439e0	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
51c46cb26df2ce7c55babb98675dcd43	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_angularis
26785dc400c9e1502affb5951bfd0590	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
f8f31e43be5992a02079ea77a72302b3	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
7ac7f2fdf71ee200400f8ad6cac20080	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Unknown
7fff1dd23f6c6d99ed297fb95167ce33	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
01dc3489ec1fc7d92ae80ebd48bf7379	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_escuderoi
47532f218ccdced86185b8f58f3a99b1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Unknown	Unknown
2572db6a7d3e928254704415b9b1b83d	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
ef94d7810a7523c5013dccac76cfcafd	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_spurca
959f64db2fa2f6352353f86f21a814cc	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c1f24e7014f437bb6e07c10e1470887b	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c9ec604b2bfa95f7cad99b58f5cdeb38	Fungi	Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown
15d0884fb609c58e4f07e6a8d01975fc	Fungi	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
c782cf342f579a97d1c7066c2f565536	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Unknown	Unknown
